track_id,album comments,album date_created,album date_released,album favorites,album id,album listens,album title,album tracks,album type,artist date_created,artist favorites,artist id,artist location,track bit_rate,track duration,track genre_top,track title
156,1,2008-11-26 01:51:08,2004-01-01 00:00:00,0,71,1845,Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,2008-12-04 09:19:48,9,546,2 Westwood Avenue Providence RI 02905 USA,192000,122,Experimental,Track 01
157,1,2008-11-26 01:51:08,2004-01-01 00:00:00,0,71,1845,Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,2008-12-04 09:19:48,9,546,2 Westwood Avenue Providence RI 02905 USA,192000,212,Experimental,Track 02
158,1,2008-11-26 01:51:08,2004-01-01 00:00:00,0,71,1845,Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,2008-12-04 09:19:48,9,546,2 Westwood Avenue Providence RI 02905 USA,192000,473,Experimental,Track 03
159,1,2008-11-26 01:51:08,2004-01-01 00:00:00,0,71,1845,Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,2008-12-04 09:19:48,9,546,2 Westwood Avenue Providence RI 02905 USA,192000,221,Experimental,Track 04
160,1,2008-11-26 01:51:08,2004-01-01 00:00:00,0,71,1845,Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,2008-12-04 09:19:48,9,546,2 Westwood Avenue Providence RI 02905 USA,192000,70,Experimental,Track 05
161,1,2008-11-26 01:51:08,2004-01-01 00:00:00,0,71,1845,Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,2008-12-04 09:19:48,9,546,2 Westwood Avenue Providence RI 02905 USA,192000,147,Experimental,Track 06
162,1,2008-11-26 01:51:08,2004-01-01 00:00:00,0,71,1845,Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,2008-12-04 09:19:48,9,546,2 Westwood Avenue Providence RI 02905 USA,192000,270,Experimental,Track 07
163,1,2008-11-26 01:51:08,2004-01-01 00:00:00,0,71,1845,Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,2008-12-04 09:19:48,9,546,2 Westwood Avenue Providence RI 02905 USA,192000,307,Experimental,Track 08
164,1,2008-11-26 01:51:08,2004-01-01 00:00:00,0,71,1845,Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,2008-12-04 09:19:48,9,546,2 Westwood Avenue Providence RI 02905 USA,192000,236,Experimental,Track 09
165,1,2008-11-26 01:51:08,2004-01-01 00:00:00,0,71,1845,Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,2008-12-04 09:19:48,9,546,2 Westwood Avenue Providence RI 02905 USA,192000,185,Experimental,Track 10
166,1,2008-11-26 01:51:08,2004-01-01 00:00:00,0,71,1845,Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,2008-12-04 09:19:48,9,546,2 Westwood Avenue Providence RI 02905 USA,192000,392,Experimental,Track 11
167,1,2008-11-26 01:51:08,2004-01-01 00:00:00,0,71,1845,Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,2008-12-04 09:19:48,9,546,2 Westwood Avenue Providence RI 02905 USA,192000,278,Experimental,Track 12
168,1,2008-11-26 01:51:08,2004-01-01 00:00:00,0,71,1845,Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,2008-12-04 09:19:48,9,546,2 Westwood Avenue Providence RI 02905 USA,192000,60,Experimental,Track 13
169,0,2008-11-26 01:51:48,2008-06-23 00:00:00,0,72,716,Boss of Goth,4,Single Tracks,2008-11-26 01:49:33,2,62,Portland OR,192000,144,Rock,Boss of Goth
170,0,2008-11-26 01:51:50,2007-01-01 00:00:00,0,73,193,Nightmarcher,2,Single Tracks,2008-11-26 01:49:33,2,62,Portland OR,192000,181,Rock,Industry Standard Massacre
171,0,2008-11-26 01:51:52,2009-01-06 00:00:00,0,74,346,Victim of Your Life,2,Single Tracks,2008-11-26 01:49:33,2,62,Portland OR,320000,80,Rock,Marching as Technitions
172,0,2008-11-26 01:51:54,2009-01-06 00:00:00,0,75,90,Heir to the Power Bear Fortune,1,Single Tracks,2008-11-26 01:49:33,2,62,Portland OR,192000,206,Rock,I Can't Stand You Up-right
173,0,2008-11-26 01:51:48,2008-06-23 00:00:00,0,72,716,Boss of Goth,4,Single Tracks,2008-11-26 01:49:33,2,62,Portland OR,192000,218,Rock,Save Life's Golden Receipt In Case Refund Needed
174,0,2008-11-26 01:51:48,2008-06-23 00:00:00,0,72,716,Boss of Goth,4,Single Tracks,2008-11-26 01:49:33,2,62,Portland OR,192000,199,Rock,Senator's Stance
175,0,2008-11-26 01:51:50,2007-01-01 00:00:00,0,73,193,Nightmarcher,2,Single Tracks,2008-11-26 01:49:33,2,62,Portland OR,192000,111,Rock,Snapped Today
176,0,2008-11-26 01:51:52,2009-01-06 00:00:00,0,74,346,Victim of Your Life,2,Single Tracks,2008-11-26 01:49:33,2,62,Portland OR,320000,160,Rock,Step Up to Legends
177,0,2008-11-26 01:51:48,2008-06-23 00:00:00,0,72,716,Boss of Goth,4,Single Tracks,2008-11-26 01:49:33,2,62,Portland OR,192000,129,Rock,Petty Hate Machine
178,0,2008-11-26 01:52:07,2009-01-06 00:00:00,0,76,149,"Tarantula Downpour 7""",1,Single Tracks,2008-11-26 01:49:33,2,62,Portland OR,192000,259,Rock,Lend Me a Blanket
179,0,2008-11-26 01:52:09,2009-01-06 00:00:00,0,77,226,Dracula Safari,1,Single Tracks,2008-11-26 01:49:33,2,62,Portland OR,320000,90,Rock,Ready to Die
181,0,2008-11-26 01:52:15,2007-04-13 00:00:00,0,79,1339,Scared Famous,1,Album,2008-11-26 01:49:59,76,64,,256000,171,Rock,Gopacapulco
182,0,2008-11-26 01:52:18,2005-04-26 00:00:00,0,80,5289,Worn Copy,1,Album,2008-11-26 01:49:59,76,64,,256000,228,Rock,Jules Lost His Jewels
183,0,2008-11-26 01:52:21,2004-10-12 00:00:00,1,81,869,The Doldrums,1,Album,2008-11-26 01:49:59,76,64,,256000,260,Rock,For Kate I Wait
184,2,2008-11-26 01:52:24,2009-01-06 00:00:00,2,82,831,House Arrest,1,Album,2008-11-26 01:49:59,76,64,,256000,254,Rock,Helen
185,0,2008-11-26 01:52:28,2004-01-20 00:00:00,2,83,1042,Homemade Hits Vol. 1,1,Album,2008-11-26 01:49:59,76,64,,256000,143,,Want Me
188,0,2008-11-26 01:52:31,2009-01-07 00:00:00,0,84,12333,Blue Piano,15,Album,2008-11-26 02:08:52,7,127,New York NY,256000,44,Folk,Piano 1
189,0,2008-11-26 01:52:33,2009-01-07 00:00:00,0,85,894,What I Know,10,Album,2008-11-26 02:08:52,7,127,New York NY,256000,283,Folk,The Thought Of It
190,0,2008-11-26 01:52:31,2009-01-07 00:00:00,0,84,12333,Blue Piano,15,Album,2008-11-26 02:08:52,7,127,New York NY,256000,249,Folk,Castle Of Stars
191,0,2008-11-26 01:52:33,2009-01-07 00:00:00,0,85,894,What I Know,10,Album,2008-11-26 02:08:52,7,127,New York NY,256000,224,Folk,Song About Michael
192,0,2008-11-26 01:52:33,2009-01-07 00:00:00,0,85,894,What I Know,10,Album,2008-11-26 02:08:52,7,127,New York NY,256000,40,Folk,Ed Talk WNYC
193,0,2008-11-26 01:52:31,2009-01-07 00:00:00,0,84,12333,Blue Piano,15,Album,2008-11-26 02:08:52,7,127,New York NY,256000,254,Folk,Here With You
194,0,2008-11-26 01:52:31,2009-01-07 00:00:00,0,84,12333,Blue Piano,15,Album,2008-11-26 02:08:52,7,127,New York NY,256000,192,Folk,All I want to Do
195,0,2008-11-26 01:52:33,2009-01-07 00:00:00,0,85,894,What I Know,10,Album,2008-11-26 02:08:52,7,127,New York NY,256000,339,Folk,I Remember You
196,0,2008-11-26 01:52:33,2009-01-07 00:00:00,0,85,894,What I Know,10,Album,2008-11-26 02:08:52,7,127,New York NY,256000,170,Folk,Bright Mr Brother
197,0,2008-11-26 01:52:31,2009-01-07 00:00:00,0,84,12333,Blue Piano,15,Album,2008-11-26 02:08:52,7,127,New York NY,256000,68,Folk,Piano 2
198,0,2008-11-26 01:52:31,2009-01-07 00:00:00,0,84,12333,Blue Piano,15,Album,2008-11-26 02:08:52,7,127,New York NY,256000,269,Folk,It Breaks My Heart
199,0,2008-11-26 01:52:33,2009-01-07 00:00:00,0,85,894,What I Know,10,Album,2008-11-26 02:08:52,7,127,New York NY,256000,263,Folk,Rimbaud
200,0,2008-11-26 01:52:31,2009-01-07 00:00:00,0,84,12333,Blue Piano,15,Album,2008-11-26 02:08:52,7,127,New York NY,256000,194,Folk,Baby Come Home
201,0,2008-11-26 01:52:33,2009-01-07 00:00:00,0,85,894,What I Know,10,Album,2008-11-26 02:08:52,7,127,New York NY,256000,210,Folk,Big City
202,0,2008-11-26 01:52:33,2009-01-07 00:00:00,0,85,894,What I Know,10,Album,2008-11-26 02:08:52,7,127,New York NY,256000,258,Folk,Palomino
203,0,2008-11-26 01:52:31,2009-01-07 00:00:00,0,84,12333,Blue Piano,15,Album,2008-11-26 02:08:52,7,127,New York NY,256000,195,Folk,Song For R
204,0,2008-11-26 01:52:31,2009-01-07 00:00:00,0,84,12333,Blue Piano,15,Album,2008-11-26 02:08:52,7,127,New York NY,256000,324,Folk,My Dream
205,0,2008-11-26 01:52:33,2009-01-07 00:00:00,0,85,894,What I Know,10,Album,2008-11-26 02:08:52,7,127,New York NY,256000,244,Folk,What Crow Saw
206,0,2008-11-26 01:52:33,2009-01-07 00:00:00,0,85,894,What I Know,10,Album,2008-11-26 02:08:52,7,127,New York NY,256000,141,Folk,Bella Crane
207,0,2008-11-26 01:52:31,2009-01-07 00:00:00,0,84,12333,Blue Piano,15,Album,2008-11-26 02:08:52,7,127,New York NY,256000,96,Folk,Piano 3
208,0,2008-11-26 01:52:31,2009-01-07 00:00:00,0,84,12333,Blue Piano,15,Album,2008-11-26 02:08:52,7,127,New York NY,256000,273,Folk,Safe Harbor
209,0,2008-11-26 01:52:31,2009-01-07 00:00:00,0,84,12333,Blue Piano,15,Album,2008-11-26 02:08:52,7,127,New York NY,256000,328,Folk,Safe Harbor
210,0,2008-11-26 01:52:31,2009-01-07 00:00:00,0,84,12333,Blue Piano,15,Album,2008-11-26 02:08:52,7,127,New York NY,256000,184,Folk,In the French Court
211,0,2008-11-26 01:52:31,2009-01-07 00:00:00,0,84,12333,Blue Piano,15,Album,2008-11-26 02:08:52,7,127,New York NY,256000,247,Folk,In America
212,0,2008-11-26 01:52:31,2009-01-07 00:00:00,0,84,12333,Blue Piano,15,Album,2008-11-26 02:08:52,7,127,New York NY,256000,230,Folk,When I Arive
213,0,2008-11-26 01:53:47,2007-07-05 00:00:00,1,86,1148,Au,1,Single Tracks,2008-11-26 01:51:30,11,66,Portland OR,256000,247,Pop,Boute
226,0,2008-11-26 01:54:25,2006-01-01 00:00:00,0,88,2677,Bad News Bats,0,Album,2008-11-26 01:52:07,0,68,Philadelphia PA,197144,231,Rock,W.T.M.
228,0,2008-11-26 01:54:25,2006-01-01 00:00:00,0,88,2677,Bad News Bats,0,Album,2008-11-26 01:52:07,0,68,Philadelphia PA,190365,218,Rock,Don't Run With Pizzas
236,0,2008-11-26 01:54:55,,0,93,7702,Bersa Discos #8,1,Single Tracks,2008-11-26 01:52:38,5,73,Oakland CA,320000,309,,Push Am (Left Right)
237,0,2008-11-26 01:55:00,2003-01-11 00:00:00,3,94,2544,6,2,Album,2008-11-26 01:52:43,14,74,Providence RI,256000,450,Jazz,Garbage and (Garbage and Fire)
238,0,2008-11-26 01:55:00,2003-01-11 00:00:00,3,94,2544,6,2,Album,2008-11-26 01:52:43,14,74,Providence RI,256000,821,Jazz,France Attacks
246,0,2008-11-26 01:55:43,2008-01-01 00:00:00,1,99,3116,Open Relationship,3,Album,2008-11-26 01:53:25,27,80,,256000,162,,Referents
247,0,2008-11-26 01:55:44,2009-01-09 00:00:00,0,100,5613,On Opaque Things,4,Album,2008-11-26 01:53:25,27,80,,256000,146,Rock,A New Map for Kissing
248,0,2008-11-26 01:55:47,2007-01-01 00:00:00,0,101,2180,Wooden Lake Sexual Diner,3,Album,2008-11-26 01:53:25,27,80,,256000,169,,Ghosts
249,0,2008-11-26 01:55:44,2009-01-09 00:00:00,0,100,5613,On Opaque Things,4,Album,2008-11-26 01:53:25,27,80,,256000,125,Rock,The Indefinite Time Yet to Come
250,0,2008-11-26 01:55:47,2007-01-01 00:00:00,0,101,2180,Wooden Lake Sexual Diner,3,Album,2008-11-26 01:53:25,27,80,,256000,214,,Smoovebiz
251,0,2008-11-26 01:55:47,2007-01-01 00:00:00,0,101,2180,Wooden Lake Sexual Diner,3,Album,2008-11-26 01:53:25,27,80,,256000,114,,Nobody Loves Me
252,0,2008-11-26 01:55:44,2009-01-09 00:00:00,0,100,5613,On Opaque Things,4,Album,2008-11-26 01:53:25,27,80,,256000,173,Rock,It's Becoming a Stranger
253,0,2008-11-26 01:55:43,2008-01-01 00:00:00,1,99,3116,Open Relationship,3,Album,2008-11-26 01:53:25,27,80,,256000,148,,New Life
254,0,2008-11-26 01:55:43,2008-01-01 00:00:00,1,99,3116,Open Relationship,3,Album,2008-11-26 01:53:25,27,80,,256000,171,,Masters Of Enjoyment
255,0,2008-11-26 01:55:44,2009-01-09 00:00:00,0,100,5613,On Opaque Things,4,Album,2008-11-26 01:53:25,27,80,,256000,182,Rock,We Want to be Old
256,0,2008-11-26 01:56:04,2009-01-08 00:00:00,1,102,4418,Black Elk,3,Single Tracks,2008-11-26 01:53:46,3,81,Portland OR,256000,202,Rock,Toggle
257,0,2008-11-26 01:56:04,2009-01-08 00:00:00,1,102,4418,Black Elk,3,Single Tracks,2008-11-26 01:53:46,3,81,Portland OR,320000,146,Rock,My Lil'
258,0,2008-11-26 01:56:04,2009-01-08 00:00:00,1,102,4418,Black Elk,3,Single Tracks,2008-11-26 01:53:46,3,81,Portland OR,320000,384,Rock,Eyebone
273,0,2008-11-26 01:56:31,2005-01-01 00:00:00,1,106,767,I,0,Album,2008-11-26 01:54:10,35,83,Providence RI,128000,111,Experimental,Dildoughnuts
274,1,2008-11-26 01:56:33,2008-03-01 00:00:00,1,107,2972,4: All Aboard the Magic Pus,0,Album,2008-11-26 01:54:10,35,83,Providence RI,256000,192,Experimental,Land of the Lost
275,0,2008-11-26 01:56:30,2006-06-01 00:00:00,1,105,801,III: Metamorpus,0,Album,2008-11-26 01:54:10,35,83,Providence RI,128000,167,Experimental,Swampus
276,1,2008-11-26 01:56:29,2006-01-01 00:00:00,1,104,421,II,0,Album,2008-11-26 01:54:10,35,83,Providence RI,128000,186,Experimental,The Devilhellipers
277,0,2008-11-26 01:56:30,2006-06-01 00:00:00,1,105,801,III: Metamorpus,0,Album,2008-11-26 01:54:10,35,83,Providence RI,128000,282,Experimental,Kind Companion
281,1,2008-11-26 01:56:33,2008-03-01 00:00:00,1,107,2972,4: All Aboard the Magic Pus,0,Album,2008-11-26 01:54:10,35,83,Providence RI,256000,346,Experimental,Juggernaut
282,1,2008-11-26 01:56:29,2006-01-01 00:00:00,1,104,421,II,0,Album,2008-11-26 01:54:10,35,83,Providence RI,128000,323,Experimental,New Atlantis A
284,0,2008-11-26 01:56:31,2005-01-01 00:00:00,1,106,767,I,0,Album,2008-11-26 01:54:10,35,83,Providence RI,128000,141,Experimental,Translucent Human
285,0,2008-11-26 01:56:30,2006-06-01 00:00:00,1,105,801,III: Metamorpus,0,Album,2008-11-26 01:54:10,35,83,Providence RI,128000,234,Experimental,Earth aint Enuff
293,0,2008-11-26 01:56:31,2005-01-01 00:00:00,1,106,767,I,0,Album,2008-11-26 01:54:10,35,83,Providence RI,128000,311,Experimental,Berserk is the Best
294,1,2008-11-26 01:56:29,2006-01-01 00:00:00,1,104,421,II,0,Album,2008-11-26 01:54:10,35,83,Providence RI,128000,218,Experimental,Magic Bullet
297,1,2008-11-26 01:56:33,2008-03-01 00:00:00,1,107,2972,4: All Aboard the Magic Pus,0,Album,2008-11-26 01:54:10,35,83,Providence RI,256000,373,Experimental,Body on the Tide
300,0,2008-11-26 01:56:31,2005-01-01 00:00:00,1,106,767,I,0,Album,2008-11-26 01:54:10,35,83,Providence RI,128000,192,Experimental,The Foot Is Stronger Than The Arm
303,0,2008-11-26 01:57:43,2007-09-01 00:00:00,1,108,2060,Green Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,136,Rock,Splish spladdy
304,0,2008-11-26 01:57:45,1982-04-06 00:00:00,1,109,3439,Stripey Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,191,Rock,Woo You
305,4,2008-11-26 01:57:48,1981-01-01 00:00:00,1,110,4250,Gold Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,159,Rock,Disney on Ice
306,0,2008-11-26 01:57:43,2007-09-01 00:00:00,1,108,2060,Green Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,129,Rock,The Prime Four
307,0,2008-11-26 01:57:43,2007-09-01 00:00:00,1,108,2060,Green Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,205,Rock,Out on the farm
308,0,2008-11-26 01:57:45,1982-04-06 00:00:00,1,109,3439,Stripey Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,186,Rock,The Hotel
309,0,2008-11-26 01:57:43,2007-09-01 00:00:00,1,108,2060,Green Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,229,Rock,Where are all the people
310,4,2008-11-26 01:57:48,1981-01-01 00:00:00,1,110,4250,Gold Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,146,Rock,Going Down to Soho
311,0,2008-11-26 01:57:45,1982-04-06 00:00:00,1,109,3439,Stripey Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,205,Rock,Tropical Holiday Time
312,0,2008-11-26 01:57:43,2007-09-01 00:00:00,1,108,2060,Green Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,199,Rock,Tropical Sheep
313,0,2008-11-26 01:57:45,1982-04-06 00:00:00,1,109,3439,Stripey Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,142,Rock,Think Things Of You
314,0,2008-11-26 01:57:43,2007-09-01 00:00:00,1,108,2060,Green Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,166,Rock,Daisey Chains
315,4,2008-11-26 01:57:48,1981-01-01 00:00:00,1,110,4250,Gold Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,280,Rock,Interference
316,4,2008-11-26 01:57:48,1981-01-01 00:00:00,1,110,4250,Gold Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,87,Rock,Itching in my pants
317,0,2008-11-26 01:57:45,1982-04-06 00:00:00,1,109,3439,Stripey Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,198,Rock,Very Nice
318,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,41,Rock,1-2-3-4
319,0,2008-11-26 01:57:43,2007-09-01 00:00:00,1,108,2060,Green Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,156,Rock,Complete Shakespeare
320,4,2008-11-26 01:57:48,1981-01-01 00:00:00,1,110,4250,Gold Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,316,Rock,The Natives are Restless
321,0,2008-11-26 01:57:45,1982-04-06 00:00:00,1,109,3439,Stripey Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,273,Rock,Heart Attack
322,0,2008-11-26 01:57:43,2007-09-01 00:00:00,1,108,2060,Green Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,110,Rock,Shopping Bag
323,0,2008-11-26 01:57:43,2007-09-01 00:00:00,1,108,2060,Green Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,237,Rock,Crocodile Song
324,0,2008-11-26 01:57:45,1982-04-06 00:00:00,1,109,3439,Stripey Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,120,Rock,I just don't know
325,4,2008-11-26 01:57:48,1981-01-01 00:00:00,1,110,4250,Gold Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,199,Rock,Liquidizing Chickens
326,0,2008-11-26 01:57:45,1982-04-06 00:00:00,1,109,3439,Stripey Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,105,Rock,Burn
327,0,2008-11-26 01:57:45,1982-04-06 00:00:00,1,109,3439,Stripey Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,259,Rock,Hands Beckoning
328,0,2008-11-26 01:57:45,1982-04-06 00:00:00,1,109,3439,Stripey Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,236,Rock,Central Park
330,0,2008-11-26 01:57:43,2007-09-01 00:00:00,1,108,2060,Green Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,270,Rock,White Man
331,0,2008-11-26 01:57:43,2007-09-01 00:00:00,1,108,2060,Green Collection,0,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,214,Rock,Weatherman
332,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,174,Rock,39th floor Club
333,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,96,Rock,Blah intro
334,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,275,Rock,Blahpunk
335,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,188,Rock,Bored
336,0,2008-11-26 01:58:50,2009-01-01 00:00:00,1,112,11086,30th Anniversary Blah Blah Blah,21,Album,2008-11-26 01:55:23,20,84,Colchester UK,256000,204,Rock,Breeder
